,description,variety,expensive,sparkling,province
9752,"Slightly confected on the nose, with hints of bubble gum that give way to herbal cherry-berry flavors. This plump, medium-bodied rosé finishes smoothly, making it all to easy to down more than one intended.",Rosé,0,0,Languedoc-Roussillon
7820,"Firm and structured, this has strong tannins set over smoky fruit. It has concentration, although the wood flavor has an old-wood feel, seeming just a touch dirty.",Pinot_Noir,1,0,Burgundy
1095,"Toasted almond aromas follow through to give this wine a creamy, nutty character. There's vanilla, soft acidity and a final thrust of acidity.",Bordeaux-style_White_Blend,0,0,Bordeaux
7930,"A wine with some concentration and a full, fruity character, this balances a light structure with a generous, wood-laced fruit flavor. While it's drinkable now, this shows potential to age.",Chardonnay,0,0,Burgundy
2918,"Concentrated white fruits, layering melon, pear and red apples with the balancing acidity. For a Chablis, it is ripe and opulent, a delicious already approachable product of the warm year. It does have texture to age well.",Chardonnay,1,0,Burgundy
6654,"Offers an intriguing nose with ginger, lime and floral elements. The mouthfeel is ephemeral—almost too light—but there’s a good case to be made for this style when bubbles are involved. Green apple, an almost lilac note, and lime on the palate. Finishes nicely, too.",Champagne_Blend,1,1,Champagne
7306,"The minerality is a reminder that the grapes come from an area near Chablis. It has a tangy, zingy character, with a nervy edge that promises aging, but it also provides fruity, apple-driven pleasure now.",Champagne_Blend,1,1,Burgundy
1409,"Fresh, light and fruity this is attractive young Chablis. It is soft, dwelling on the fruit rather than any texture. Crisp and with citrus and green apple flavors, it will be ready to drink easily by mid-2016.",Chardonnay,1,0,Burgundy
6120,"Robust and deep with dark berry, bay leaves and menthol on the nose followed by notes of juicy black plum, mashed blueberry and spice on the palate. Silky texture with a nice, toasty mocha finish.",Rhône-style_Red_Blend,1,0,Languedoc-Roussillon
6472,"Bursting with scents of honey and toast, this is a broad, moderately rich example of Marsanne. There's a bit of apricot, and also toasted cereal grains, lingering elegantly on the finish. Drink now.",Marsanne,1,0,Rhône_Valley
6298,"This Clerc-Milon, under the same winemaking team as Mouton Rothschild, is an attractive wine, not heavy, already quite soft. It seems to have been heavily extracted, in a New World style, with new wood aromas and flavors, losing something of Pauillac, but a winner in that it's immediately attractive. Imported by Diageo Chateau & Estates.",Bordeaux-style_Red_Blend,1,0,Bordeaux
3629,"A ripe wine that is almost off dry, this has a ripe cherry character, rich in the mouth and with a full texture. The aftertaste brings out spice and tannins. Bordeaux Clairet lies between rosé and red in color and in taste.",Bordeaux-style_Red_Blend,0,0,Bordeaux
3959,"Not far from Chablis, there is an enclave of Sauvignon Blanc in Saint-Bris. The wine is properly herbal, very fresh and citrusy. It has a definite animal flavor, tight and crisp to finish.",Sauvignon_Blanc,0,0,Burgundy
7480,"Fruity and lightweight, this is softly tannic, with red fruit flavors. It's open and juicy, confirming that this is not a wine for more than medium-term aging.",Bordeaux-style_Red_Blend,0,0,Bordeaux
8922,"Full and fresh. Lots of mineral along with almond, white peach and citrus on the nose. Zesty enough, with roundness as well. Flavors of melon, apple, peach and more mix well together. Shows a bit of heat late, which folds into pithy bitterness at the very end. Imported by Kermit Lynch.",Sauvignon_Blanc,0,0,Loire_Valley
1653,"This small property is in the same ownership as nearby Château Clauzet. The wine, half-and-half Merlot and Cabernet Sauvignon, is dense with bright black-currant flavors under the firm tannins. These and the wood-aging flavors will integrate well, giving a concentrated wine to drink from 2021.",Bordeaux-style_Red_Blend,1,0,Bordeaux
7191,"This black-fruited effort is laced with a spicy wood note. It's surprisingly delicious now, considering the firm tannins that compose its core, but the wine also promises some aging. Drink now for fruit, and age for more complexity.",Bordeaux-style_Red_Blend,0,0,Bordeaux
7469,"Floral and round, this pushes its red berry flavors forward. It's so elegant and perfumed, with an attractive structure and acidity. Ready to drink in a few months.",Pinot_Noir,1,0,Burgundy
6242,"This wine manages to combine some of the delicacy and elegance of Margaux with the richness of 2003. Under the direction of Claire Villars (also of Château Ferrière classed growth), there is a confidence in this estate and its vineyards which lie adjacent to Château Margaux. Great acidity and black fruits finish the ensemble.",Bordeaux-style_Red_Blend,0,0,Bordeaux
3260,"This is totally fruit-driven wine. With very fresh citrus acidity, it is as crisp as possible while not losing sight of the potential of its white fruits. There is a delicious steely edge as well as great acidity at the end. The wine is a blend from vineyards planted with 60% Sauvignon blanc, 30% Sémillon and 10% Muscadelle. The estate has been in the Le Grix de la Salle family for 100 years.",Bordeaux-style_White_Blend,0,0,Bordeaux
6671,"Soft and grassy, with some asparagus flavors, this is ripe, but still vibrant, adding green apples to grapefruit, with some white pears. Easy and rich in the mouth.",Sauvignon_Blanc,1,0,Loire_Valley
5963,"Escaravailles makes two sweet wines, this one from Grenache Noir, as well as a white from Grenache Blanc. While both are impressive, the red is a touch more impressive. Dried black cherries and cinnamon mingle easily in this unctuously textured wine. The tannins give it a richer, more velvety mouthfeel.",Grenache,1,0,Rhône_Valley
2862,"With its distinctive herbaceous edge, the wine has a grapefruit-and-citrus character that offers a bright acidity. It has density and richness, fruity and forward.",Sauvignon_Blanc,0,0,Burgundy
3856,"A soft, fruity wine with an attractive citrus character. There's also an herbaceous quality and hints of green apple.",Bordeaux-style_White_Blend,0,0,Bordeaux
4936,"Bold fruit characterizes this firm, fruity Cahors. It has the dark tannins of Malbec, which are supported by the rich black-fruit flavor and touches of licorice, black cherry and black currant. Age this for another 2–3 years.",Malbec,0,0,Southwest_France
3169,"This bright and fruity wine is attractively ready to drink. It is fresh, crisp with apples and lightly touched with citrus.",Sauvignon_Blanc,0,0,Loire_Valley
5668,"While the wine is full bodied and rich, it is also deliciously fresh and with lively fruitiness. There is great acidity here, a bright layer of red currant fruits and wild strawberries, making it a good food rosé.",Rosé,0,0,Provence
2246,"On the dark side, this wine is layered with tannins, that cut firmly through the red plum juice flavors. That gives it a dry character, which is certainly more powerful than the fruit. At the end, the freshness is there, a fine burst of acidity and vibrant red fruits.",Gamay,1,0,Beaujolais
523,"Earth, apple and citrus align on the nose. The palate brings out more earthiness but also pits the notions of mellow baked apple against absolutely tart lemon freshness. Stone and earth cling constantly to these flavors and draw you in. The palate is pure and slender, totally dry and taut. The finish is of lasting lemon zest. This needs time but is full of promise. Drink 2020–2035.",Riesling,1,0,Alsace
1434,This attractive fruity wine is just the ticket for summer food. It has weight and plenty of ripe red-berry fruits. It also has a crisper than usual edge that gives it a bright character. There are a touch of pepper and a final lift of acidity. Drink now.,Rosé,0,0,Provence
7052,"This very lemony wine is crisp and cool from the mountain vineyards of Savoy. It has a bright, creamy texture and baked-apple and pear flavors accented with a shot of citrusy acidity. It's a wine to drink now.",Altesse,0,0,France_Other
7802,"Soft and rounded, this is a ripe, full-bodied wine. It has pear and peach fruits, laced with lime-like acidity and notes of almond and yeast. With its bright, crisp finish, it's a wine to age over the next two years.",Chardonnay,0,0,Burgundy
3726,"Light, ripe and fruity, this wine is bursting with black currant fruits supported by a firm base of dry fruit tannins. It can be drunk now in its youth, but will be better from 2016.",Bordeaux-style_Red_Blend,1,0,Bordeaux
9511,"This top wine from Pannier is beautifully crafted and balanced, a credit to the cooperative. It has intense flavors of grapefruit, livened with lemon zest and fresh, crisp acidity. But there is also a weight to it, and a layer of acidity that suggests good aging potential.",Champagne_Blend,1,1,Champagne
1164,"A pale copper color, this offers initial aromas of ripe peach, pineapple core and ripe strawberry, providing a lushly fruity impression on the nose. The palate offers subtle structure and ample acidity to carry the ripe fruit tones, with a subtle peppery spice that dances on the finish.",Rosé,0,0,Languedoc-Roussillon
5144,"This ripe wine rolls around the mouth, showing fresh acidity, but also black plums and bitter chocolate which gives spice. It's an attractive wine with a soft personality, full of comfortable velvet folds.",Pinot_Noir,1,0,Burgundy
